Supplementary Table 2. Phase separation probability of all the reviewed human proteins			
Uniprot	Gene	Probability	Type
Q92633	LPAR1	0.233	Other
Q9NXD2	MTMRA	0.233	Other
Q9UMX5	NENF	0.233	Other
Q08493	PDE4C	0.233	Other
Q6P4A8	PLBL1	0.233	Other
O95754	SEM4F	0.233	Other
Q8WU76	SCFD2	0.233	Other
Q5TA31	RN187	0.233	Other
Q9Y291	RT33	0.233	Other
Q9GZN2	TGIF2	0.233	Other
Q9UHQ7	WBP5	0.233	Other
Q96KP6	TNIP3	0.233	Other
Q59H18	TNI3K	0.233	Other
Q8WVY7	UBCP1	0.233	Other
O60939	SCN2B	0.232	Other
P16219	ACADS	0.232	Other
Q8IZF7	GP111	0.232	Other
P17342	ANPRC	0.232	Other
Q9NWX5	ASB6	0.232	Other
P42773	CDN2C	0.232	Other
P15088	CBPA3	0.232	Other
Q9Y6Z7	COL10	0.232	Other
Q96I36	COX14	0.232	Other
P61073	CXCR4	0.232	Other
O95672	ECEL1	0.232	Other
Q12894	IFRD2	0.232	Other
Q8NCK7	MOT11	0.232	Other
Q86WU2	LDHD	0.232	Other
O95751	LDOC1	0.232	Other
Q86TE4	LUZP2	0.232	Other
Q8NG66	NEK11	0.232	Other
P47972	NPTX2	0.232	Other
P03905	NU4M	0.232	Other
Q96S52	PIGS	0.232	Other
Q8TAP8	PPR35	0.232	Other
Q3SYG4	PTHB1	0.232	Other
Q6P1L8	RM14	0.232	Other
Q6ZNE9	RUFY4	0.232	Other
Q4W5G0	TIGD2	0.232	Other
A6NFQ2	TCAF2	0.232	Other
A8MUK1	U17L5	0.232	Other
Q9UNY5	ZN232	0.232	Other
P54687	BCAT1	0.231	Other
P09417	DHPR	0.231	Other
Q9NZA1	CLIC5	0.231	Other
P31152	MK04	0.231	Other
Q9UJ98	STAG3	0.231	Other
P49590	SYHM	0.231	Other
P02760	AMBP	0.231	Other
P18075	BMP7	0.231	Other
Q8N5S3	CB073	0.231	Other
Q9Y646	CBPQ	0.231	Other
Q92772	CDKL2	0.231	Other
Q902F8	ENK8	0.231	Other
P53672	CRBA2	0.231	Other
Q96MW5	COG8	0.231	Other
Q6ZTR6	CR065	0.231	Other
Q16854	DGUOK	0.231	Other
A6NFH5	FBP12	0.231	Other
Q9NRV9	HEBP1	0.231	Other
P15814	IGLL1	0.231	Other
Q5TIA1	MEI1	0.231	Other
Q6ZSK4	CK039	0.231	Other
P56373	P2RX3	0.231	Other
Q15102	PA1B3	0.231	Other
P22459	KCNA4	0.231	Other
Q5T752	LCE1D	0.231	Other
Q5T5A8	LCE3C	0.231	Other
Q3LI66	KRA62	0.231	Other
Q5SZI1	LRAD2	0.231	Other
Q9Y3R4	NEUR2	0.231	Other
O43316	PAX4	0.231	Other
Q96BU1	S1PBP	0.231	Other
Q9HBX9	RXFP1	0.231	Other
Q5MJ08	SPXN4	0.231	Other
Q9NWM0	SMOX	0.231	Other
Q0WX57	U17LO	0.231	Other
Q8N9G6	YJ012	0.231	Other
Q9HBM1	SPC25	0.23	Other
Q7Z3E5	ARMC9	0.23	Other
Q9H981	ARP8	0.23	Other
P23560	BDNF	0.23	Other
P48751	B3A3	0.23	Other
F2Z3F1	F2Z3F1	0.23	Other
P15169	CBPN	0.23	Other
Q6PRD7	CEMP1	0.23	Other
O71037	ENK19	0.23	Other
Q3C1V1	CK091	0.23	Other
Q6PEV8	F199X	0.23	Other
P12318	FCG2A	0.23	Other
Q7Z6J4	FGD2	0.23	Other
Q8IX06	GOR	0.23	Other
Q9Y3B8	ORN	0.23	Other
Q9NWS1	PARI	0.23	Other
Q5T871	LELP1	0.23	Other
Q5TA77	LCE3B	0.23	Other
P52954	LBX1	0.23	Other
Q75T13	PGAP1	0.23	Other
Q92928	RAB1C	0.23	Other
Q5RL73	RBM48	0.23	Other
Q9H4K1	RIBC2	0.23	Other
Q8TEE9	SAP25	0.23	Other
Q9H2H9	S38A1	0.23	Other
P35326	SPR2A	0.23	Other
P22531	SPR2E	0.23	Other
Q496J9	SV2C	0.23	Other
P19237	TNNI1	0.23	Other
P57088	TMM33	0.23	Other
O95231	VENTX	0.23	Other
Q5MNZ9	WIPI1	0.23	Other
B1APH4	ZN487	0.23	Other
Q5T5D7	ZN684	0.23	Other
Q17RS7	GEN	0.229	Other
Q56VL3	OCAD2	0.229	Other
P17516	AK1C4	0.229	Other
Q9UPY8	MARE3	0.229	Other
Q7Z3B1	NEGR1	0.229	Other
Q60I27	AL2CL	0.229	Other
Q9NXR5	ANR10	0.229	Other
Q9Y6B7	AP4B1	0.229	Other
Q9HAW0	BRF2	0.229	Other
I3L3R5	CCER2	0.229	Other
Q7LDG7	GRP2	0.229	Other
Q5U5R9	HECD2	0.229	Other
A8MQ03	CRTP1	0.229	Other
Q14565	DMC1	0.229	Other
Q14410	GLPK2	0.229	Other
Q9NQC8	IFT46	0.229	Other
Q86U10	LPP60	0.229	Other
Q96PQ7	KLHL5	0.229	Other
Q5T5B0	LCE3E	0.229	Other
Q5VSG8	MANEL	0.229	Other
Q9BW91	NUDT9	0.229	Other
Q8NHP8	PLBL2	0.229	Other
Q8N8N7	PTGR2	0.229	Other
Q9Y6E7	SIR4	0.229	Other
Q8WW36	ZCH13	0.229	Other
Q9H840	GEMI7	0.228	Other
Q96FZ7	CHMP6	0.228	Other
O00488	ZN593	0.228	Other
Q9Y6F1	PARP3	0.228	Other
O75106	AOC2	0.228	Other
Q8N9V6	ANR53	0.228	Other
Q8N126	CADM3	0.228	Other
Q9N2J8	ENH3	0.228	Other
Q9UEU5	GGE2D	0.228	Other
P28329	CLAT	0.228	Other
Q9H6B4	CLMP	0.228	Other
Q9H8K7	CJ088	0.228	Other
Q8N128	F177A	0.228	Other
Q4G0M1	ERFE	0.228	Other
P69892	HBG2	0.228	Other
Q9ULD6	INTU	0.228	Other
Q09327	MGAT3	0.228	Other
O60356	NUPR1	0.228	Other
Q6QHF9	PAOX	0.228	Other
E9PI22	P23D1	0.228	Other
Q9BYS1	KRA15	0.228	Other
Q9BYQ8	KRA49	0.228	Other
P08254	MMP3	0.228	Other
Q9BSE5	SPEB	0.228	Other
Q8IZP1	TBC3A	0.228	Other
Q8N0Z6	TTC5	0.228	Other
I3L1I5	YS060	0.228	Other
Q8NFD4	YI018	0.228	Other
O00115	DNS2A	0.227	Other
Q9HAC8	UBTD1	0.227	Other
Q8N9R8	SCAI	0.227	Other
P22001	KCNA3	0.227	Other
P21810	PGS1	0.227	Other
Q08462	ADCY2	0.227	Other
Q6NS38	ALKB2	0.227	Other
P60006	APC15	0.227	Other
P16671	CD36	0.227	Other
Q8N6I1	EID2	0.227	Other
Q6ZS02	DMP46	0.227	Other
Q9UJ14	GGT7	0.227	Other
P04062	GLCM	0.227	Other
P80217	IN35	0.227	Other
Q8N4Q1	MIA40	0.227	Other
P0DMB1	P23D2	0.227	Other
Q8N743	KI3L3	0.227	Other
Q9H400	LIME1	0.227	Other
Q9H4K7	MTG2	0.227	Other
P59047	NALP5	0.227	Other
Q9HD90	NDF4	0.227	Other
Q86YC3	NRROS	0.227	Other
B1ATL7	PRR32	0.227	Other
O75971	SNPC5	0.227	Other
Q14765	STAT4	0.227	Other
Q8TBP0	TBC16	0.227	Other
Q96BF3	TMIG2	0.227	Other
A6NCN8	YL021	0.227	Other
Q86TJ5	ZN554	0.227	Other
Q9UBQ7	GRHPR	0.226	Other
P0DPB6	POLR1D	0.226	Other
Q99784	NOE1	0.226	Other
Q9NZN1	IRPL1	0.226	Other
Q9UHP7	CLC2D	0.226	Other
Q9UI15	TAGL3	0.226	Other
Q9H0P0	5NT3A	0.226	Other
Q9UHX3	EMR2	0.226	Other
Q9Y4C5	CHST2	0.226	Other
P01040	CYTA	0.226	Other
A6NLW8	DUXA	0.226	Other
Q69384	ENK6	0.226	Other
Q6P531	GGT6	0.226	Other
P35914	HMGCL	0.226	Other
Q5VZ52	MORN5	0.226	Other
Q8IYT4	KATL2	0.226	Other
Q3LI59	KR212	0.226	Other
Q9BYR3	KRA44	0.226	Other
A6NNE9	MARHB	0.226	Other
Q93015	NAT6	0.226	Other
Q6ZUF6	NC336	0.226	Other
Q68D20	PMS2L	0.226	Other
Q6ZRT6	PR23B	0.226	Other
Q92698	RAD54	0.226	Other
Q9NZL6	RGL1	0.226	Other
Q96C34	RUND1	0.226	Other
A6NGB0	T191C	0.226	Other
Q10587	TEF	0.226	Other
Q96E35	ZMY19	0.226	Other
Q8NC26	ZN114	0.226	Other
Q9HD64	XAGE1	0.226	Other
Q86VZ2	WDR5B	0.226	Other
P10073	ZSC22	0.226	Other
O60477	BRNP1	0.225	Other
O75935	DCTN3	0.225	Other
Q9BQC3	DPH2	0.225	Other
P20138	CD33	0.225	Other
Q6UWD8	CP054	0.225	Other
O14810	CPLX1	0.225	Other
Q96PT4	DUX3	0.225	Other
A2RUS2	DEND3	0.225	Other
Q7L775	EPMIP	0.225	Other
Q99581	FEV	0.225	Other
Q5VTH2	FLTOP	0.225	Other
Q8TF65	GIPC2	0.225	Other
A6NDZ8	MB3L4	0.225	Other
Q9BYR2	KRA45	0.225	Other
Q96M69	LRGUK	0.225	Other
Q496M5	PLK5	0.225	Other
Q7Z5L7	PODN	0.225	Other
Q6UXX9	RSPO2	0.225	Other
P22532	SPR2D	0.225	Other
Q9NSU2	TREX1	0.225	Other
C9JPN9	UL17C	0.225	Other
Q6ZRM9	YG024	0.225	Other
O60268	K0513	0.224	Other
Q9HD33	RM47	0.224	Other
P84074	HPCA	0.224	Other
Q16775	GLO2	0.224	Other
Q9H2A2	AL8A1	0.224	Other
Q16790	CAH9	0.224	Other
Q12982	BNIP2	0.224	Other
Q6NUI1	C144L	0.224	Other
Q86Z20	CC125	0.224	Other
O95170	CDRT1	0.224	Other
Q86XS8	GOLI	0.224	Other
Q9NVL8	CN105	0.224	Other
Q96N53	CK037	0.224	Other
Q9Y2R0	COA3	0.224	Other
Q9BQY9	DBND2	0.224	Other
Q96LL9	DJC30	0.224	Other
A0PJY2	FEZF1	0.224	Other
Q6PI47	KCD18	0.224	Other
Q8N7X4	MAGB6	0.224	Other
Q9NTJ4	MA2C1	0.224	Other
A6NCE7	MP3B2	0.224	Other
O60682	MUSC	0.224	Other
A6NGR9	MROH6	0.224	Other
Q9NXE4	NSMA3	0.224	Other
Q9GZY6	NTAL	0.224	Other
Q86WH2	RASF3	0.224	Other
Q96AX2	RAB37	0.224	Other
Q9H853	TBA4B	0.224	Other
Q7Z6K1	THAP5	0.224	Other
Q9NPL8	TIDC1	0.224	Other
Q9BQB6	VKOR1	0.224	Other
A6NCI4	VWA3A	0.224	Other
A6NLC8	YE016	0.224	Other
P53634	CATC	0.223	Other
Q96A72	MGN2	0.223	Other
Q86VH4	LRRT4	0.223	Other
P11488	GNAT1	0.223	Other
Q96IX5	USMG5	0.223	Other
Q9NWL6	ASND1	0.223	Other
O00244	ATOX1	0.223	Other
Q9H1C7	CYTM1	0.223	Other
O95479	G6PE	0.223	Other
Q9NRU3	CNNM1	0.223	Other
P02741	CRP	0.223	Other
Q969U6	FBXW5	0.223	Other
Q8NFZ0	FBX18	0.223	Other
P01817	HV204	0.223	Other
Q9NPH3	IL1AP	0.223	Other
O14713	ITBP1	0.223	Other
Q8TAK6	OLIG1	0.223	Other
Q9UEF7	KLOT	0.223	Other
Q6ZMR3	LDH6A	0.223	Other
P50458	LHX2	0.223	Other
Q9UKM7	MA1B1	0.223	Other
P0C860	MS3L2	0.223	Other
Q06495	NPT2A	0.223	Other
Q96RI1	NR1H4	0.223	Other
Q9UL42	PNMA2	0.223	Other
Q08AF3	SLFN5	0.223	Other
B7ZAP0	RBG10	0.223	Other
Q69YZ2	T200B	0.223	Other
Q8N8B7	TEANC	0.223	Other
Q5TGY1	TMCO4	0.223	Other
Q9UL58	ZN215	0.223	Other
Q9UNQ0	ABCG2	0.222	Other
Q9NQY0	BIN3	0.222	Other
Q5RIA9	CBWD5	0.222	Other
Q96LY2	CC74B	0.222	Other
P51793	CLCN4	0.222	Other
Q86X52	CHSS1	0.222	Other
P07148	FABPL	0.222	Other
O14653	GOSR2	0.222	Other
A2RU54	HMX2	0.222	Other
Q96DL1	NXPE2	0.222	Other
Q96I82	KAZD1	0.222	Other
Q96PR1	KCNC2	0.222	Other
O75325	LRRN2	0.222	Other
A6NIK2	LR10B	0.222	Other
Q96NR3	PTHD1	0.222	Other
O43502	RA51C	0.222	Other
O75602	SPAG6	0.222	Other
Q6ZS11	RINL	0.222	Other
Q9Y6G3	RM42	0.222	Other
A6NIZ1	RP1BL	0.222	Other
Q8NCE0	SEN2	0.222	Other
O75379	VAMP4	0.222	Other
Q8TEU8	WFKN2	0.222	Other
Q8WTP9	XAGE3	0.222	Other
Q8NCN2	ZBT34	0.222	Other
P17022	ZNF18	0.222	Other
Q9BQ69	MACD1	0.221	Other
P13866	SC5A1	0.221	Other
P35052	GPC1	0.221	Other
Q8ND76	CCNY	0.221	Other
O43506	ADA20	0.221	Other
Q6ZW76	ANKS3	0.221	Other
Q9UMQ3	BARX2	0.221	Other
Q13901	C1D	0.221	Other
Q9NU53	GINM1	0.221	Other
P51795	CLCN5	0.221	Other
Q8TAV0	FA76A	0.221	Other
O75636	FCN3	0.221	Other
P07099	HYEP	0.221	Other
P08887	IL6RA	0.221	Other
Q9P1T7	MDFIC	0.221	Other
P53602	MVD1	0.221	Other
P50539	MXI1	0.221	Other
Q9UHY1	NRBP	0.221	Other
P14222	PERF	0.221	Other
Q8TEQ8	PIGO	0.221	Other
O95427	PIGN	0.221	Other
B7ZBB8	PP13G	0.221	Other
Q86XI6	PPR3B	0.221	Other
O95685	PPR3D	0.221	Other
O95475	SIX6	0.221	Other
O75575	RPC9	0.221	Other
Q8N5S1	S2541	0.221	Other
Q9BX59	TPSNR	0.221	Other
Q8NDX2	VGLU3	0.221	Other
Q8TAA3	PSA7L	0.22	Other
Q9Y221	NIP7	0.22	Other
O15228	GNPAT	0.22	Other
Q9H246	CA021	0.22	Other
Q5JQF8	PAP1M	0.22	Other
Q9UKF2	ADA30	0.22	Other
P43353	AL3B1	0.22	Other
P01019	ANGT	0.22	Other
Q8WXK1	ASB15	0.22	Other
Q8IYS8	BD1L2	0.22	Other
Q9NRR8	C42S1	0.22	Other
Q9NPB3	CABP2	0.22	Other
Q8N1E6	FXL14	0.22	Other
O43292	GPAA1	0.22	Other
Q86TU6	CN070	0.22	Other
Q96A22	CK052	0.22	Other
A6NCD4	CJ131	0.22	Other
Q15125	EBP	0.22	Other
A1A519	F170A	0.22	Other
Q5SY85	F201A	0.22	Other
Q8WUP2	FBLI1	0.22	Other
Q587J8	KHD3L	0.22	Other
Q9BYQ2	KRA94	0.22	Other
A0A183	LCE6A	0.22	Other
Q6ZN28	MACC1	0.22	Other
O95803	NDST3	0.22	Other
Q86XR2	NIBL2	0.22	Other
Q96F24	NRBF2	0.22	Other
P43115	PE2R3	0.22	Other
Q6A1A2	PDPK2	0.22	Other
Q9Y6J3	SMA5O	0.22	Other
Q68CR1	SE1L3	0.22	Other
P0CI01	SPDE6	0.22	Other
P78539	SRPX	0.22	Other
Q8IYL2	TRM44	0.22	Other
Q6PID6	TTC33	0.22	Other
O15060	ZBT39	0.22	Other
Q8IZ13	ZBED8	0.22	Other
Q8TC59	PIWL2	0.219	Other
Q9NS61	KCIP2	0.219	Other
Q8WW24	TEKT4	0.219	Other
Q8NCV1	ADAD2	0.219	Other
Q6NXT1	ANR54	0.219	Other
O14977	AZIN1	0.219	Other
Q53H12	AGK	0.219	Other
Q9NRR3	C42S2	0.219	Other
Q969Y2	GTPB3	0.219	Other
P15882	CHIN	0.219	Other
Q92636	FAN	0.219	Other
Q92837	FRAT1	0.219	Other
Q8IVV7	GID4	0.219	Other
Q9H9P8	L2HDH	0.219	Other
Q8NA19	LMBL4	0.219	Other
P01721	LV601	0.219	Other
O75121	MFA3L	0.219	Other
O60337	MARH6	0.219	Other
Q6XQN6	PNCB	0.219	Other
Q9Y675	SNURF	0.219	Other
Q92187	SIA8D	0.219	Other
Q9HB31	SEBOX	0.219	Other
O14604	TYB4Y	0.219	Other
Q99592	ZBT18	0.219	Other
Q9HCX4	TRPC7	0.218	Other
P30043	BLVRB	0.218	Other
P68106	FKB1B	0.218	Other
O95159	ZFPL1	0.218	Other
Q9HBH7	BEX1	0.218	Other
Q7L4P6	BEND5	0.218	Other
A8MW95	BECN2	0.218	Other
O14638	ENPP3	0.218	Other
P35523	CLCN1	0.218	Other
Q96M19	CL067	0.218	Other
Q9P2K9	PTHD2	0.218	Other
A8MYX2	F25DE	0.218	Other
Q9H3K2	GHITM	0.218	Other
Q3LI73	KR194	0.218	Other
Q9BYQ6	KR411	0.218	Other
A2RUH7	MBPHL	0.218	Other
Q9BRP0	OVOL2	0.218	Other
Q58A44	PCOTH	0.218	Other
Q6P161	RM54	0.218	Other
Q8N228	SCML4	0.218	Other
Q9NYB5	SO1C1	0.218	Other
Q6AZZ1	TRI68	0.218	Other
Q8NBF4	YG006	0.218	Other
O95294	RASL1	0.217	Other
Q5VWP3	MLIP	0.217	Other
Q96QA5	GSDMA	0.217	Other
Q9Y5V0	ZN706	0.217	Other
O43581	SYT7	0.217	Other
Q6PD74	AAGAB	0.217	Other
Q8IW93	ARHGJ	0.217	Other
P43166	CAH7	0.217	Other
Q9HC96	CAN10	0.217	Other
P69891	HBG1	0.217	Other
A2RU37	CI170	0.217	Other
Q9UKH3	ENK9	0.217	Other
Q8N9Y4	F181A	0.217	Other
O60320	F1891	0.217	Other
P05019	IGF1	0.217	Other
Q96PW8	K1920	0.217	Other
Q9UQ05	KCNH4	0.217	Other
Q9UPM6	LHX6	0.217	Other
P14151	LYAM1	0.217	Other
Q8TD35	LKAM1	0.217	Other
Q7L1T6	NB5R4	0.217	Other
P59045	NAL11	0.217	Other
Q9UHG2	PCSK1	0.217	Other
Q8WZA1	PMGT1	0.217	Other
Q9BZE2	PUS3	0.217	Other
O75368	SH3L1	0.217	Other
Q8NHW5	RLA0L	0.217	Other
Q2MJR0	SPRE3	0.217	Other
Q9UBN4	TRPC4	0.217	Other
Q49AM3	TTC31	0.217	Other
Q3KQV9	UAP1L	0.217	Other
Q8NHG7	SVIP	0.216	Other
Q96EB1	ELP4	0.216	Other
Q9BZB8	CPEB1	0.216	Other
P36575	ARRC	0.216	Other
P10523	ARRS	0.216	Other
Q6XXX2	CU024	0.216	Other
O95865	DDAH2	0.216	Other
Q8N4A0	GALT4	0.216	Other
Q86SR1	GLT10	0.216	Other
P22792	CPN2	0.216	Other
Q96QI5	HS3S6	0.216	Other
P35475	IDUA	0.216	Other
Q5T764	IFT1B	0.216	Other
Q6B0I6	KDM4D	0.216	Other
Q9Y546	LRC42	0.216	Other
Q7Z4I7	LIMS2	0.216	Other
Q13496	MTM1	0.216	Other
Q9BV20	MTNA	0.216	Other
Q8WY41	NANO1	0.216	Other
Q96CS7	PKHB2	0.216	Other
Q96HM7	PED1B	0.216	Other
O75771	RA51D	0.216	Other
Q9ULW5	RAB26	0.216	Other
Q9P1G2	RBAS1	0.216	Other
Q9BZW2	S13A1	0.216	Other
P60508	SYCY2	0.216	Other
O95407	TNF6B	0.216	Other
Q96H15	TIMD4	0.216	Other
P0C7I0	U17L8	0.216	Other
Q9BQI3	E2AK1	0.215	Other
Q05996	ZP2	0.215	Other
Q9H244	P2Y12	0.215	Other
P23677	IP3KA	0.215	Other
Q15738	NSDHL	0.215	Other
Q8IWE4	DCNL3	0.215	Other
Q96CW9	NTNG2	0.215	Other
Q5H9R4	ARMX4	0.215	Other
Q6ZUS5	CC121	0.215	Other
Q9UP38	FZD1	0.215	Other
Q6IC98	GRAM4	0.215	Other
P26992	CNTFR	0.215	Other
P30793	GCH1	0.215	Other
Q969S8	HDA10	0.215	Other
Q9Y2B9	IPKG	0.215	Other
P55083	MFAP4	0.215	Other
Q9BXW4	MLP3C	0.215	Other
Q96A32	MLRS	0.215	Other
Q9H9L4	KANL2	0.215	Other
Q6GTX8	LAIR1	0.215	Other
A1A4G5	LNP1	0.215	Other
Q9H1Q7	PED1A	0.215	Other
Q8N131	PORIM	0.215	Other
Q5VUM1	SDHF4	0.215	Other
Q96DU3	SLAF6	0.215	Other
P01241	SOMA	0.215	Other
Q96H20	SNF8	0.215	Other
A6NER0	TBC3F	0.215	Other
O60602	TLR5	0.215	Other
A8MYJ7	TTC34	0.215	Other
Q9NPD8	UBE2T	0.215	Other
Q15078	CD5R1	0.214	Other
Q96RT8	GCP5	0.214	Other
Q86UX6	ST32C	0.214	Other
O95670	VATG2	0.214	Other
Q9H4B4	PLK3	0.214	Other
P35414	APJ	0.214	Other
Q96GE6	CALL4	0.214	Other
P51959	CCNG1	0.214	Other
O75794	CD123	0.214	Other
P07766	CD3E	0.214	Other
A6NGE4	DC8L1	0.214	Other
Q902F9	EN113	0.214	Other
P51788	CLCN2	0.214	Other
Q08E93	F27E3	0.214	Other
O14926	FSCN2	0.214	Other
Q8IWF2	FXRD2	0.214	Other
Q9UBY9	HSPB7	0.214	Other
Q8NAC3	I17RC	0.214	Other
Q1A5X6	IQCJ	0.214	Other
P43631	KI2S2	0.214	Other
Q86Y97	SV422	0.214	Other
Q9HAT1	LMA1L	0.214	Other
P15173	MYOG	0.214	Other
Q8IYS1	P20D2	0.214	Other
Q6S8J7	POTEA	0.214	Other
A6NMB1	SIG16	0.214	Other
Q9HBH0	RHOF	0.214	Other
Q9H1V8	S6A17	0.214	Other
O75298	RTN2	0.214	Other
Q5T7P8	SYT6	0.214	Other
Q6F5E7	TR3N	0.214	Other
O94759	TRPM2	0.214	Other
Q6ZSS3	ZN621	0.214	Other
O00585	CCL21	0.213	Other
Q9NY59	NSMA2	0.213	Other
Q9NUT2	ABCB8	0.213	Other
Q8NAT2	TDRD5	0.213	Other
Q53R41	FAKD1	0.213	Other
P29218	IMPA1	0.213	Other
Q9BW11	MAD3	0.213	Other
Q96RK4	BBS4	0.213	Other
P0DMR3	AT8OS	0.213	Other
Q6P575	BGP11	0.213	Other
Q9NUP1	BL1S4	0.213	Other
O60759	CYTIP	0.213	Other
O75343	GCYB2	0.213	Other
Q5VVW2	GARL3	0.213	Other
P0C7A2	F153B	0.213	Other
Q9C0B1	FTO	0.213	Other
Q8N2G8	GHDC	0.213	Other
Q92953	KCNB2	0.213	Other
P43627	KI2L2	0.213	Other
Q9NQ69	LHX9	0.213	Other
Q86VZ4	LRP11	0.213	Other
Q99574	NEUS	0.213	Other
P55895	RAG2	0.213	Other
Q9NUC0	SRTD4	0.213	Other
O60224	SSX4	0.213	Other
A6NJG2	SWAHD	0.213	Other
P0CV98	TSPY3	0.213	Other
Q8N427	TXND3	0.213	Other
Q8TD43	TRPM4	0.213	Other
P59817	Z280A	0.213	Other
Q6UXR6	YI004	0.213	Other
P02774	VTDB	0.213	Other
P26374	RAE2	0.212	Other
Q6UWX4	HIPL2	0.212	Other
P54750	PDE1A	0.212	Other
Q13232	NDK3	0.212	Other
O14735	CDIPT	0.212	Other
Q9NZQ8	TRPM5	0.212	Other
O75689	ADAP1	0.212	Other
Q5T5A4	CA194	0.212	Other
Q5T0U0	CC122	0.212	Other
P15085	CBPA1	0.212	Other
Q5JQF7	CF100	0.212	Other
A2IDD5	CCD78	0.212	Other
P07093	GDN	0.212	Other
P19087	GNAT2	0.212	Other
P17707	DCAM	0.212	Other
Q5XUX1	FBXW9	0.212	Other
P17481	HXB8	0.212	Other
P48551	INAR2	0.212	Other
Q8N3A8	PARP8	0.212	Other
Q68DD2	PA24F	0.212	Other
Q9Y4A0	JERKL	0.212	Other
Q9BYT5	KRA22	0.212	Other
Q9UIL4	KIF25	0.212	Other
Q9P2N7	KLH13	0.212	Other
P0C6S8	LIGO3	0.212	Other
P01705	LV202	0.212	Other
P01714	LV301	0.212	Other
Q9NZQ7	PD1L1	0.212	Other
Q6UXB8	PI16	0.212	Other
Q96LW4	PRIPO	0.212	Other
Q6NUP7	PP4R4	0.212	Other
O95456	PSMG1	0.212	Other
Q6NUK4	REEP3	0.212	Other
Q92753	RORB	0.212	Other
Q92854	SEM4D	0.212	Other
Q969T3	SNX21	0.212	Other
Q5MJ09	SPXN3	0.212	Other
P62079	TSN5	0.212	Other
P0CV99	TSPY4	0.212	Other
Q9NVP2	ASF1B	0.211	Other
Q9NWZ8	GEMI8	0.211	Other
P43628	KI2L3	0.211	Other
Q96S90	LYSM1	0.211	Other
Q96LB4	VATG3	0.211	Other
Q9UGM1	ACHA9	0.211	Other
Q9NVT9	ARMC1	0.211	Other
O43299	AP5Z1	0.211	Other
Q8N6Q3	CD177	0.211	Other
Q8WU49	CG033	0.211	Other
P0DMU7	NA	0.211	Other
Q16281	CNGA3	0.211	Other
P0DMV0	NA	0.211	Other
P58512	CU067	0.211	Other
Q2VPK5	CTU2	0.211	Other
Q14154	DELE	0.211	Other
P60002	ELOF1	0.211	Other
Q9NVH0	EXD2	0.211	Other
H3BQW9	F229A	0.211	Other
P16118	F261	0.211	Other
Q4G0N7	F229B	0.211	Other
Q9BTL4	IER2	0.211	Other
Q09328	MGT5A	0.211	Other
Q5TA79	LCE2A	0.211	Other
P42898	MTHR	0.211	Other
Q8NBM8	PCYXL	0.211	Other
Q8IUK5	PLDX1	0.211	Other
Q8N271	PROM2	0.211	Other
Q92543	SNX19	0.211	Other
Q8IZP6	R113B	0.211	Other
Q6ZSG1	RN165	0.211	Other
Q9UNE2	RPH3L	0.211	Other
P50443	S26A2	0.211	Other
Q9GZW5	SCND2	0.211	Other
Q9Y6Q2	STON1	0.211	Other
Q03519	TAP2	0.211	Other
Q92664	TF3A	0.211	Other
A6NM43	TCPQL	0.211	Other
P00749	UROK	0.211	Other
O95497	VNN1	0.211	Other
Q0VFX4	YL016	0.211	Other
Q6ZN11	ZN793	0.211	Other
P40616	ARL1	0.21	Other
Q6U841	S4A10	0.21	Other
O95072	REC8	0.21	Other
Q9BT88	SYT11	0.21	Other
Q9HBU1	BARX1	0.21	Other
Q96M95	CCD42	0.21	Other
P0C7W6	CC172	0.21	Other
Q8IZL9	CDK20	0.21	Other
P41597	CCR2	0.21	Other
P31944	CASPE	0.21	Other
Q6PUV4	CPLX2	0.21	Other
Q8WTR2	DUS19	0.21	Other
Q658Y4	F91A1	0.21	Other
Q14954	KI2S1	0.21	Other
P49901	MCSP	0.21	Other
Q1X8D7	LRC36	0.21	Other
Q9Y217	MTMR6	0.21	Other
P52848	NDST1	0.21	Other
P61581	NP24	0.21	Other
Q9H2J4	PDCL3	0.21	Other
Q6ZVN8	RGMC	0.21	Other
Q96PI1	SPRR4	0.21	Other
Q5JRV8	T255A	0.21	Other
Q92563	TICN2	0.21	Other
Q96MN9	ZN488	0.21	Other
Q8IUB2	WFDC3	0.21	Other
Q8WXF7	ATLA1	0.209	Other
Q9BZL1	UBL5	0.209	Other
Q86UN3	R4RL2	0.209	Other
P07311	ACYP1	0.209	Other
Q8NFD2	ANKK1	0.209	Other
A6NNP5	CC169	0.209	Other
Q96CF2	CHM4C	0.209	Other
Q8WTQ4	CP078	0.209	Other
Q16850	CP51A	0.209	Other
O75618	DEDD	0.209	Other
P0DMU4	NA	0.209	Other
P0DMU5	NA	0.209	Other
P00739	HPTR	0.209	Other
Q96L42	KCNH8	0.209	Other
Q14953	KI2S5	0.209	Other
Q9H7L2	KI3X1	0.209	Other
Q9NVR0	KLH11	0.209	Other
Q02083	NAAA	0.209	Other
Q13370	PDE3B	0.209	Other
Q8IYS5	OSCAR	0.209	Other
P0C7W0	PRR29	0.209	Other
Q8IYK8	REM2	0.209	Other
P09455	RET1	0.209	Other
Q504Y0	S39AC	0.209	Other
Q9BV35	SCMC3	0.209	Other
O75635	SPB7	0.209	Other
Q9NZ72	STMN3	0.209	Other
O60235	TM11D	0.209	Other
